	A1	221160
	A2	180180
	A3	164500
	A4	159460
	A5	161840
	A6	202520
	A7	178860
	A8	143420
	A9	192640
	A10	190360
	A11	148260
	A12	200040
	A13	177980
	A14	206940
	A15	135760
	A16	183620
	A17	166980
	A18	176600
	A19	169760
	A20	179480
	A21	152020
	A22	176880
	A23	222160
	A24	172380
	B1	194740
	B2	145160
	B3	149120
	B4	170100
	B5	221200
	B6	161000
	B7	168060
	B8	149940
	B9	123040
	B10	209140
	B11	154220
	B12	180640
	B13	155480
	B14	207120
	B15	170900
	B16	156720
	B17	140000
	B18	217000
	B19	143540
	B20	160940
	B21	148900
	B22	249920
	B23	177400
	B24	177280
	C1	178180
	C2	193500
	C3	153120
	C4	172580
	C5	162760
	C6	116800
	C7	174300
	C8	211440
	C9	150680
	C10	131060
	C11	206380
	C12	97520
	C13	105520
	C14	155820
	C15	143820
	C16	168700
	C17	151580
	C18	173080
	C19	139020
	C20	152700
	C21	113620
	C22	208240
	C23	157340
	C24	166440
	D1	175780
	D2	162380
	D3	223440
	D4	243500
	D5	173640
	D6	243620
	D7	106440
	D8	191980
	D9	125960
	D10	108640
	D11	108480
	D12	155500
	D13	155420
	D14	212840
	D15	175180
	D16	126620
	D17	191040
	D18	114440
	D19	168980
	D20	225000
	D21	206180
	D22	194000
	D23	231940
	D24	193120
	E1	190980
	E2	194700
	E3	184740
	E4	129760
	E5	140780
	E6	161040
	E7	130020
	E8	138780
	E9	153240
	E10	115660
	E11	101600
	E12	137760
	E13	170600
	E14	251700
	E15	189760
	E16	157960
	E17	167920
	E18	147320
	E19	150400
	E20	146480
	E21	121500
	E22	183060
	E23	142860
	E24	135580
	F1	215200
	F2	180760
	F3	150820
	F4	131720
	F5	141180
	F6	183540
	F7	159260
	F8	134300
	F9	154280
	F10	115300
	F11	160980
	F12	183840
	F13	171500
	F14	137500
	F15	186540
	F16	154540
	F17	111480
	F18	109240
	F19	155280
	F20	146940
	F21	181460
	F22	158540
	F23	127900
	F24	174000
	G1	251120
	G2	125840
	G3	155700
	G4	144160
	G5	150920
	G6	108440
	G7	124280
	G8	116060
	G9	170020
	G10	208260
	G11	201220
	G12	125480
	G13	126840
	G14	187180
	G15	146640
	G16	146620
	G17	133460
	G18	133120
	G19	129420
	G20	145160
	G21	109080
	G22	153700
	G23	192800
	G24	155400
	H1	150620
	H2	127640
	H3	122540
	H4	114380
	H5	133140
	H6	126820
	H7	124680
	H8	127640
	H9	139040
	H10	110600
	H11	117720
	H12	126720
	H13	173400
	H14	124880
	H15	103120
	H16	117080
	H17	143960
	H18	111400
	H19	122300
	H20	140240
	H21	142000
	H22	131260
	H23	161220
	H24	146220
	I1	152200
	I2	135360
	I3	171980
	I4	131160
	I5	119080
	I6	117520
	I7	147480
	I8	114800
	I9	134280
	I10	124400
	I11	122040
	I12	107020
	I13	119340
	I14	134260
	I15	158560
	I16	129120
	I17	114220
	I18	114100
	I19	138380
	I20	138960
	I21	117740
	I22	120780
	I23	156940
	I24	157940
	J1	134560
	J2	145360
	J3	92060
	J4	108220
	J5	152380
	J6	114840
	J7	147540
	J8	132000
	J9	139460
	J10	139600
	J11	107100
	J12	115560
	J13	138420
	J14	116340
	J15	128740
	J16	155940
	J17	169000
	J18	200960
	J19	133200
	J20	201540
	J21	198100
	J22	158960
	J23	163860
	J24	169560
	K1	160880
	K2	115500
	K3	136500
	K4	122960
	K5	150120
	K6	153920
	K7	131060
	K8	142900
	K9	156460
	K10	122600
	K11	153300
	K12	223520
	K13	101820
	K14	137300
	K15	143340
	K16	232820
	K17	130020
	K18	26260
	K19	41260
	K20	26920
	K21	22500
	K22	161880
	K23	248920
	K24	186360
	L1	145580
	L2	187740
	L3	130000
	L4	119380
	L5	163740
	L6	125800
	L7	146520
	L8	150880
	L9	126280
	L10	100740
	L11	160400
	L12	155520
	L13	103220
	L14	117400
	L15	144560
	L16	161760
	L17	142400
	L18	161060
	L19	260380
	L20	158120
	L21	186640
	L22	167080
	L23	190340
	L24	158560
	M1	139700
	M2	115000
	M3	96000
	M4	110340
	M5	129540
	M6	111160
	M7	114140
	M8	281220
	M9	150640
	M10	88020
	M11	119700
	M12	124120
	M13	136360
	M14	193800
	M15	139880
	M16	122500
	M17	139300
	M18	150140
	M19	173300
	M20	158400
	M21	164220
	M22	149760
	M23	151860
	M24	158740
	N1	171420
	N2	152940
	N3	139600
	N4	141260
	N5	136000
	N6	157300
	N7	134940
	N8	149260
	N9	140680
	N10	116580
	N11	147820
	N12	113260
	N13	124680
	N14	112180
	N15	155360
	N16	110280
	N17	175880
	N18	25660
	N19	23200
	N20	30240
	N21	30540
	N22	143720
	N23	157300
	N24	162680
	O1	148240
	O2	409480
	O3	203460
	O4	141080
	O5	156180
	O6	153080
	O7	153340
	O8	170320
	O9	154780
	O10	154540
	O11	196120
	O12	208340
	O13	112980
	O14	154780
	O15	152720
	O16	117900
	O17	122320
	O18	90300
	O19	77320
	O20	79960
	O21	65220
	O22	161740
	O23	186280
	O24	190720
	P1	161640
	P2	132940
	P3	130240
	P4	227860
	P5	156080
	P6	183480
	P7	149260
	P8	170360
	P9	113060
	P10	133180
	P11	172140
	P12	165520
	P13	158420
	P14	184580
	P15	131680
	P16	218660
	P17	169760
	P18	189960
	P19	197600
	P20	145240
	P21	147880
	P22	215840
	P23	173200
	P24	232020
