	A1	2151419
	A2	2261289
	A3	2309454
	A4	2349083
	A5	2061280
	A6	1965220
	A7	2300020
	A8	2434912
	A9	2257302
	A10	2136757
	A11	1808491
	A12	2686169
	A13	2058400
	A14	1419903
	A15	2162660
	A16	2201272
	A17	2467214
	A18	2406325
	A19	2690119
	A20	3158584
	A21	2477132
	A22	2379643
	A23	27997
	A24	1089
	B1	2264041
	B2	2142409
	B3	2059729
	B4	2432830
	B5	2255344
	B6	1234023
	B7	2556649
	B8	1942848
	B9	367265
	B10	2101320
	B11	1889068
	B12	2244027
	B13	2569594
	B14	2362627
	B15	2439878
	B16	2350100
	B17	2332597
	B18	2936724
	B19	2365672
	B20	2665534
	B21	2790625
	B22	2523446
	B23	31034
	B24	1280
	C1	1653417
	C2	2030180
	C3	1782367
	C4	1870778
	C5	1890432
	C6	1831887
	C7	1322636
	C8	1957204
	C9	1879006
	C10	1792320
	C11	1308242
	C12	1853413
	C13	1382658
	C14	1368736
	C15	1652507
	C16	1638545
	C17	1890458
	C18	1617498
	C19	1861053
	C20	2483188
	C21	1774312
	C22	1851054
	C23	25189
	C24	1959
	D1	1894711
	D2	1795551
	D3	1042077
	D4	2485742
	D5	2460174
	D6	1738892
	D7	1451687
	D8	1289891
	D9	2643491
	D10	2560370
	D11	1916732
	D12	2744826
	D13	1329188
	D14	1519253
	D15	1384328
	D16	2840915
	D17	2756365
	D18	2249225
	D19	1509783
	D20	2901630
	D21	2586856
	D22	2078827
	D23	72428
	D24	31299
	E1	1837560
	E2	2819314
	E3	1863616
	E4	1880737
	E5	1442890
	E6	1310726
	E7	1359754
	E8	1119569
	E9	1883152
	E10	1426152
	E11	1473638
	E12	1031178
	E13	927800
	E14	1247749
	E15	1185047
	E16	1373039
	E17	1302015
	E18	1760743
	E19	1973763
	E20	2380447
	E21	2153898
	E22	2709528
	E23	3742960
	E24	2301061
	F1	2032620
	F2	1804154
	F3	1805736
	F4	2260255
	F5	2048200
	F6	1666103
	F7	1283162
	F8	1266020
	F9	1276220
	F10	1401531
	F11	1425896
	F12	1174420
	F13	1091487
	F14	1494651
	F15	1423865
	F16	1452123
	F17	1293447
	F18	1750145
	F19	1549845
	F20	309188
	F21	2227735
	F22	2371365
	F23	2848225
	F24	2197859
	G1	1712918
	G2	2142817
	G3	1330197
	G4	1457587
	G5	1375442
	G6	995780
	G7	1109745
	G8	1003979
	G9	978992
	G10	823322
	G11	65120
	G12	730801
	G13	1128404
	G14	991232
	G15	953682
	G16	1062828
	G17	1056472
	G18	1066232
	G19	1093610
	G20	1521356
	G21	1173587
	G22	1884047
	G23	2384003
	G24	1821557
	H1	1906689
	H2	1871008
	H3	1857797
	H4	2010513
	H5	1749068
	H6	573553
	H7	1189700
	H8	1098352
	H9	1692365
	H10	1255244
	H11	1170527
	H12	1221339
	H13	1005366
	H14	1344806
	H15	1088259
	H16	1267110
	H17	1152502
	H18	1448849
	H19	1138489
	H20	1473910
	H21	1955569
	H22	1611442
	H23	1924830
	H24	1402665
	I1	1758625
	I2	1773982
	I3	1633778
	I4	1409454
	I5	1228808
	I6	1098134
	I7	1441549
	I8	1203004
	I9	1130721
	I10	1345528
	I11	799144
	I12	977931
	I13	1198193
	I14	1101846
	I15	1190717
	I16	1078377
	I17	1031343
	I18	1156495
	I19	1238926
	I20	1596623
	I21	2135905
	I22	1842550
	I23	61636
	I24	52815
	J1	1398045
	J2	1656045
	J3	1753202
	J4	2034403
	J5	1859057
	J6	1824329
	J7	1084149
	J8	1278355
	J9	1279763
	J10	1064277
	J11	1391175
	J12	1406469
	J13	1196147
	J14	1528307
	J15	1383147
	J16	1116009
	J17	1222910
	J18	1128465
	J19	1523657
	J20	1495983
	J21	1470847
	J22	278892
	J23	29639
	J24	36010
	K1	1946032
	K2	1683236
	K3	1471477
	K4	1634925
	K5	1408139
	K6	1497976
	K7	1178140
	K8	1019048
	K9	244610
	K10	1104570
	K11	1434640
	K12	1286416
	K13	1224111
	K14	1162987
	K15	1974024
	K16	1388181
	K17	1321214
	K18	1338973
	K19	1237821
	K20	1185484
	K21	1531508
	K22	1044642
	K23	25575
	K24	22086
	L1	1797842
	L2	1711730
	L3	1899312
	L4	61366
	L5	2030577
	L6	1364346
	L7	1822573
	L8	1446880
	L9	1322685
	L10	1219851
	L11	1532615
	L12	1475782
	L13	1130522
	L14	1287391
	L15	1556359
	L16	1195484
	L17	1007810
	L18	1457114
	L19	1215379
	L20	1199114
	L21	2208492
	L22	1654484
	L23	29703
	L24	17879
	M1	1551372
	M2	2022982
	M3	1462900
	M4	1411083
	M5	1460231
	M6	951943
	M7	1502473
	M8	1481433
	M9	1475608
	M10	1082229
	M11	1535275
	M12	1475222
	M13	1288739
	M14	1788750
	M15	1263050
	M16	1021903
	M17	1086504
	M18	1143069
	M19	1208908
	M20	1085418
	M21	1412871
	M22	1779345
	M23	58052
	M24	61656
	N1	1797239
	N2	1548920
	N3	1739353
	N4	1788541
	N5	1935196
	N6	1558839
	N7	1462526
	N8	1680552
	N9	1846477
	N10	1832118
	N11	1649592
	N12	487522
	N13	1058865
	N14	1313659
	N15	1294305
	N16	1632747
	N17	1810042
	N18	1208020
	N19	1436358
	N20	1720720
	N21	1190517
	N22	215945
	N23	30713
	N24	62885
	O1	2028668
	O2	1549184
	O3	1675017
	O4	1400992
	O5	1314067
	O6	1300108
	O7	1496981
	O8	1734207
	O9	1149924
	O10	1090087
	O11	1196715
	O12	1555480
	O13	1097073
	O14	1361835
	O15	1180083
	O16	1194892
	O17	1126973
	O18	1307136
	O19	1309119
	O20	1408856
	O21	1330712
	O22	1887705
	O23	76988
	O24	73188
	P1	1199445
	P2	1739987
	P3	2252162
	P4	2365606
	P5	1802275
	P6	1492527
	P7	1545505
	P8	1619658
	P9	2034838
	P10	1895025
	P11	1431230
	P12	1216800
	P13	1279184
