	A1	444482
	A2	377578
	A3	415449
	A4	424553
	A5	412457
	A6	402669
	A7	398056
	A8	390276
	A9	380673
	A10	389745
	A11	330438
	A12	339389
	A13	394527
	A14	356356
	A15	332064
	A16	376912
	A17	443018
	A18	374753
	A19	391574
	A20	391836
	A21	432403
	A22	427700
	A23	4719
	A24	240
	B1	202103
	B2	268872
	B3	341806
	B4	400836
	B5	263911
	B6	408791
	B7	418327
	B8	424517
	B9	296293
	B10	304667
	B11	333660
	B12	313479
	B13	410581
	B14	415454
	B15	290097
	B16	424299
	B17	405738
	B18	342175
	B19	365231
	B20	320338
	B21	294027
	B22	207632
	B23	2658
	B24	240
	C1	396004
	C2	420589
	C3	455937
	C4	444814
	C5	460045
	C6	361756
	C7	363482
	C8	321671
	C9	346070
	C10	364242
	C11	394362
	C12	369623
	C13	342759
	C14	401628
	C15	344872
	C16	358206
	C17	151916
	C18	285974
	C19	443306
	C20	388518
	C21	373391
	C22	117254
	C23	2219
	C24	930
	D1	189386
	D2	226693
	D3	363655
	D4	344138
	D5	422179
	D6	316812
	D7	332123
	D8	288169
	D9	233048
	D10	277816
	D11	399138
	D12	452389
	D13	463164
	D14	408263
	D15	353878
	D16	280681
	D17	330711
	D18	309323
	D19	262006
	D20	279825
	D21	348020
	D22	341581
	D23	25802
	D24	19091
	E1	389972
	E2	344119
	E3	39743
	E4	269556
	E5	293542
	E6	295396
	E7	241695
	E8	377772
	E9	350911
	E10	312776
	E11	309836
	E12	249560
	E13	325530
	E14	359397
	E15	285007
	E16	243059
	E17	251505
	E18	255492
	E19	279919
	E20	278614
	E21	282338
	E22	377353
	E23	1898618
	E24	1406759
	F1	166027
	F2	194994
	F3	297703
	F4	364788
	F5	396217
	F6	260190
	F7	275313
	F8	250530
	F9	340180
	F10	305876
	F11	306556
	F12	373681
	F13	312180
	F14	389997
	F15	321384
	F16	279454
	F17	199440
	F18	302035
	F19	226691
	F20	236127
	F21	257943
	F22	312727
	F23	1839983
	F24	1247258
	G1	388090
	G2	333313
	G3	330232
	G4	265364
	G5	337663
	G6	317118
	G7	335572
	G8	219257
	G9	239401
	G10	274872
	G11	12899
	G12	259952
	G13	268832
	G14	264426
	G15	267553
	G16	248291
	G17	343101
	G18	244122
	G19	235452
	G20	300456
	G21	279903
	G22	329429
	G23	1897164
	G24	1267733
	H1	210791
	H2	210491
	H3	280921
	H4	367488
	H5	315372
	H6	307501
	H7	277267
	H8	334113
	H9	192821
	H10	343726
	H11	425499
	H12	422782
	H13	305083
	H14	378084
	H15	265563
	H16	326730
	H17	268311
	H18	246298
	H19	259030
	H20	315918
	H21	296896
	H22	24471
	H23	1799896
	H24	1103729
	I1	368675
	I2	289278
	I3	324033
	I4	332507
	I5	263568
	I6	254450
	I7	222248
	I8	240499
	I9	268915
	I10	279428
	I11	242328
	I12	245940
	I13	280596
	I14	261603
	I15	64791
	I16	278888
	I17	253768
	I18	256178
	I19	262004
	I20	213439
	I21	246315
	I22	249510
	I23	41139
	I24	48417
	J1	188779
	J2	237038
	J3	318443
	J4	357842
	J5	354346
	J6	334043
	J7	276644
	J8	200226
	J9	236587
	J10	236185
	J11	276772
	J12	373616
	J13	394944
	J14	374799
	J15	307707
	J16	335829
	J17	281971
	J18	345478
	J19	226208
	J20	185853
	J21	258323
	J22	283520
	J23	28096
	J24	43413
	K1	408773
	K2	393257
	K3	420524
	K4	258885
	K5	270185
	K6	224014
	K7	198431
	K8	235039
	K9	251267
	K10	231565
	K11	265834
	K12	203124
	K13	354902
	K14	339653
	K15	314257
	K16	240557
	K17	371021
	K18	327542
	K19	308485
	K20	318005
	K21	272043
	K22	9900
	K23	23438
	K24	33456
	L1	173715
	L2	200438
	L3	145934
	L4	347378
	L5	300844
	L6	211337
	L7	181455
	L8	193098
	L9	219260
	L10	344583
	L11	307375
	L12	373352
	L13	316666
	L14	263122
	L15	373343
	L16	341017
	L17	321182
	L18	316290
	L19	256965
	L20	197161
	L21	264574
	L22	214361
	L23	25689
	L24	33418
	M1	378014
	M2	337261
	M3	338931
	M4	320250
	M5	335843
	M6	251262
	M7	255221
	M8	336435
	M9	230046
	M10	217325
	M11	295884
	M12	286888
	M13	303304
	M14	307439
	M15	371116
	M16	234365
	M17	313543
	M18	288058
	M19	276476
	M20	268747
	M21	290857
	M22	286454
	M23	36195
	M24	56586
	N1	177069
	N2	213929
	N3	312867
	N4	291252
	N5	373211
	N6	304220
	N7	222349
	N8	167944
	N9	261157
	N10	333866
	N11	398584
	N12	331087
	N13	377839
	N14	370206
	N15	287823
	N16	320423
	N17	252537
	N18	266655
	N19	277789
	N20	13989
	N21	281538
	N22	346346
	N23	33963
	N24	50808
	O1	414414
	O2	319515
	O3	398732
	O4	384279
	O5	331011
	O6	306157
	O7	403756
	O8	213776
	O9	270578
	O10	269865
	O11	310697
	O12	328486
	O13	34736
	O14	358392
	O15	337683
	O16	279477
	O17	310599
	O18	294360
	O19	259536
	O20	329091
	O21	315422
	O22	323121
	O23	36527
	O24	43373
	P1	172692
	P2	245958
	P3	267617
	P4	370492
	P5	397318
	P6	246313
	P7	217931
	P8	243889
	P9	396900
	P10	324579
	P11	385908
	P12	379587
	P13	350186
	P14	322239
	P15	262339
	P16	283344
	P17	301312
	P18	297979
	P19	354527
	P20	273643
	P21	275368
	P22	353741
	P23	30736
	P24	50792
